# Residuals   
# Time        	Ux            	Uz            	p             	k             	omega         
1608          	7.908282e-08	2.206269e-07	7.960727e-07	2.274662e-07	1.544098e-09
1609          	7.868216e-08	2.220750e-07	7.886011e-07	2.267358e-07	1.535739e-09
1610          	7.842468e-08	2.237736e-07	7.831718e-07	2.261122e-07	1.528694e-09
1611          	7.799902e-08	2.249755e-07	7.784248e-07	2.255778e-07	1.521068e-09
1612          	7.776399e-08	2.264579e-07	7.748439e-07	2.251115e-07	1.514769e-09
1613          	7.736908e-08	2.273396e-07	7.720369e-07	2.247021e-07	1.508011e-09
1614          	7.711767e-08	2.284129e-07	7.694473e-07	2.243369e-07	1.502530e-09
1615          	7.681435e-08	2.291529e-07	7.672925e-07	2.239936e-07	1.497216e-09
1616          	7.660218e-08	2.299453e-07	7.663480e-07	2.236613e-07	1.492826e-09
1617          	7.634954e-08	2.304142e-07	7.655996e-07	2.230841e-07	1.488282e-09
1618          	7.616750e-08	2.308895e-07	7.645259e-07	2.217433e-07	1.483233e-09
1619          	7.591888e-08	2.310663e-07	7.607065e-07	2.204659e-07	1.477715e-09
1620          	7.573456e-08	2.313579e-07	7.536166e-07	2.192047e-07	1.471892e-09
1621          	7.545784e-08	2.313575e-07	7.432671e-07	2.179197e-07	1.465183e-09
1622          	7.524385e-08	2.314567e-07	7.312252e-07	2.166395e-07	1.457857e-09
1623          	7.495180e-08	2.313565e-07	7.169644e-07	2.153516e-07	1.449677e-09
1624          	7.470139e-08	2.313309e-07	7.007642e-07	2.140605e-07	1.440222e-09
1625          	7.445812e-08	2.314759e-07	6.877671e-07	2.127441e-07	1.431187e-09
1626          	7.419778e-08	2.314220e-07	6.727193e-07	2.114001e-07	1.420306e-09
1627          	7.397076e-08	2.318908e-07	6.541537e-07	2.100393e-07	1.408732e-09
1628          	7.373901e-08	2.318881e-07	6.343524e-07	2.086800e-07	1.398204e-09
1629          	7.352865e-08	2.323096e-07	6.178646e-07	2.072962e-07	1.387060e-09
1630          	7.331913e-08	2.325882e-07	5.978906e-07	2.058976e-07	1.375004e-09
1631          	7.311991e-08	2.329190e-07	5.787233e-07	2.044844e-07	1.363531e-09
1632          	7.290681e-08	2.332936e-07	5.613363e-07	2.030787e-07	1.352142e-09
1633          	7.271308e-08	2.337583e-07	5.402272e-07	2.016832e-07	1.340892e-09
1634          	7.252575e-08	2.340139e-07	5.209766e-07	2.003080e-07	1.329824e-09
1635          	7.231301e-08	2.343541e-07	5.049416e-07	1.989463e-07	1.318279e-09
1636          	7.213272e-08	2.349046e-07	4.869497e-07	1.976008e-07	1.306900e-09
1637          	7.192623e-08	2.352647e-07	4.698553e-07	1.962762e-07	1.296075e-09
1638          	7.171765e-08	2.357954e-07	4.562197e-07	1.949733e-07	1.285669e-09
1639          	7.150612e-08	2.363020e-07	4.426957e-07	1.936995e-07	1.274566e-09
1640          	7.129081e-08	2.370086e-07	4.280590e-07	1.924676e-07	1.263827e-09
1641          	7.106722e-08	2.372610e-07	4.137094e-07	1.912679e-07	1.253406e-09
1642          	7.085005e-08	2.377360e-07	4.026036e-07	1.900908e-07	1.243073e-09
1643          	7.063963e-08	2.380327e-07	3.926258e-07	1.889397e-07	1.232851e-09
1644          	7.043012e-08	2.382896e-07	3.805388e-07	1.878301e-07	1.222657e-09
1645          	7.023381e-08	2.381963e-07	3.696171e-07	1.867812e-07	1.213122e-09
1646          	7.004395e-08	2.381149e-07	3.603141e-07	1.857626e-07	1.203249e-09
1647          	6.986731e-08	2.378254e-07	3.516089e-07	1.847611e-07	1.193985e-09
1648          	6.970224e-08	2.373797e-07	3.422117e-07	1.837844e-07	1.184600e-09
1649          	6.954182e-08	2.369730e-07	3.320891e-07	1.828354e-07	1.175669e-09
1650          	6.938891e-08	2.363527e-07	3.244894e-07	1.819045e-07	1.166891e-09
1651          	6.924137e-08	2.355440e-07	3.143691e-07	1.809899e-07	1.158249e-09
1652          	6.910164e-08	2.346574e-07	3.075159e-07	1.800873e-07	1.150043e-09
1653          	6.895352e-08	2.337396e-07	2.987211e-07	1.791943e-07	1.141787e-09
1654          	6.882247e-08	2.329235e-07	2.931254e-07	1.783109e-07	1.133655e-09
1655          	6.867687e-08	2.320085e-07	2.868960e-07	1.774311e-07	1.125512e-09
1656          	6.854100e-08	2.312101e-07	2.804037e-07	1.765557e-07	1.117678e-09
1657          	6.840684e-08	2.307060e-07	2.741712e-07	1.756853e-07	1.109584e-09
1658          	6.826275e-08	2.299045e-07	2.673986e-07	1.748201e-07	1.101863e-09
1659          	6.812765e-08	2.293801e-07	2.627071e-07	1.739597e-07	1.094440e-09
1660          	6.799038e-08	2.288182e-07	2.570978e-07	1.731028e-07	1.086834e-09
1661          	6.785997e-08	2.283074e-07	2.521584e-07	1.722510e-07	1.079589e-09
1662          	6.772938e-08	2.278313e-07	2.475761e-07	1.714082e-07	1.072427e-09
1663          	6.760238e-08	2.273301e-07	2.430317e-07	1.705723e-07	1.065597e-09
1664          	6.747398e-08	2.268228e-07	2.399804e-07	1.697451e-07	1.058563e-09
1665          	6.734757e-08	2.263484e-07	2.348241e-07	1.689217e-07	1.052017e-09
1666          	6.722493e-08	2.258058e-07	2.323143e-07	1.681039e-07	1.045254e-09
1667          	6.709887e-08	2.252230e-07	2.270944e-07	1.672907e-07	1.038989e-09
1668          	6.697586e-08	2.245488e-07	2.247519e-07	1.664816e-07	1.032552e-09
1669          	6.684614e-08	2.238475e-07	2.219596e-07	1.656754e-07	1.026350e-09
1670          	6.672244e-08	2.230390e-07	2.185654e-07	1.648733e-07	1.020224e-09
1671          	6.659636e-08	2.221858e-07	2.151802e-07	1.640776e-07	1.014211e-09
1672          	6.647204e-08	2.213561e-07	2.118088e-07	1.632870e-07	1.008290e-09
1673          	6.634833e-08	2.204942e-07	2.087510e-07	1.624994e-07	1.002638e-09
1674          	6.623026e-08	2.198348e-07	2.065750e-07	1.617176e-07	9.967746e-10
1675          	6.610528e-08	2.187327e-07	2.028360e-07	1.609365e-07	9.912265e-10
1676          	6.598424e-08	2.176813e-07	2.011560e-07	1.601601e-07	9.854657e-10
1677          	6.586226e-08	2.167957e-07	1.980474e-07	1.593873e-07	9.801198e-10
1678          	6.574514e-08	2.157108e-07	1.969418e-07	1.586159e-07	9.747279e-10
1679          	6.562773e-08	2.145830e-07	1.932206e-07	1.578473e-07	9.693786e-10
1680          	6.551342e-08	2.135234e-07	1.919786e-07	1.570796e-07	9.642480e-10
1681          	6.539410e-08	2.122386e-07	1.902363e-07	1.563162e-07	9.590124e-10
1682          	6.528076e-08	2.111742e-07	1.865701e-07	1.555526e-07	9.540886e-10
1683          	6.516804e-08	2.099741e-07	1.853192e-07	1.547884e-07	9.490984e-10
1684          	6.505040e-08	2.086667e-07	1.837499e-07	1.540243e-07	9.442438e-10
1685          	6.493585e-08	2.073247e-07	1.814110e-07	1.532605e-07	9.394371e-10
1686          	6.481931e-08	2.059552e-07	1.788667e-07	1.524957e-07	9.347191e-10
1687          	6.470498e-08	2.046295e-07	1.763063e-07	1.517301e-07	9.300795e-10
1688          	6.459141e-08	2.033015e-07	1.740696e-07	1.509641e-07	9.255880e-10
1689          	6.448238e-08	2.022181e-07	1.725138e-07	1.502013e-07	9.210840e-10
1690          	6.436307e-08	2.007105e-07	1.695169e-07	1.494409e-07	9.167979e-10
1691          	6.425013e-08	1.993263e-07	1.683153e-07	1.486851e-07	9.123636e-10
1692          	6.413043e-08	1.980410e-07	1.659773e-07	1.479315e-07	9.080688e-10
1693          	6.401939e-08	1.966488e-07	1.642670e-07	1.471777e-07	9.038542e-10
1694          	6.390258e-08	1.952352e-07	1.624196e-07	1.464262e-07	8.996696e-10
1695          	6.378962e-08	1.938057e-07	1.605504e-07	1.456790e-07	8.956605e-10
1696          	6.367625e-08	1.924165e-07	1.600043e-07	1.449366e-07	8.916155e-10
1697          	6.356465e-08	1.910779e-07	1.573740e-07	1.441984e-07	8.876829e-10
1698          	6.345044e-08	1.895173e-07	1.552408e-07	1.434623e-07	8.838574e-10
1699          	6.333889e-08	1.880806e-07	1.546312e-07	1.427292e-07	8.800378e-10
1700          	6.322382e-08	1.865749e-07	1.535067e-07	1.420004e-07	8.762951e-10
1701          	6.311111e-08	1.850805e-07	1.519848e-07	1.412764e-07	8.726168e-10
1702          	6.299615e-08	1.835960e-07	1.503704e-07	1.405573e-07	8.690181e-10
1703          	6.288044e-08	1.821219e-07	1.487757e-07	1.398409e-07	8.654616e-10
1704          	6.277326e-08	1.809708e-07	1.475012e-07	1.391311e-07	8.621249e-10
1705          	6.265390e-08	1.794491e-07	1.475149e-07	1.384280e-07	8.584902e-10
1706          	6.253745e-08	1.779562e-07	1.464822e-07	1.377280e-07	8.552925e-10
1707          	6.241330e-08	1.763838e-07	1.448381e-07	1.370361e-07	8.517591e-10
1708          	6.229466e-08	1.750203e-07	1.431575e-07	1.363500e-07	8.485711e-10
1709          	6.217271e-08	1.735768e-07	1.417082e-07	1.356717e-07	8.453381e-10
1710          	6.204734e-08	1.721434e-07	1.403852e-07	1.349997e-07	8.421281e-10
1711          	6.192393e-08	1.707366e-07	1.390951e-07	1.343346e-07	8.389548e-10
1712          	6.179999e-08	1.693643e-07	1.378542e-07	1.336773e-07	8.358191e-10
1713          	6.167561e-08	1.680385e-07	1.366416e-07	1.330284e-07	8.326785e-10
1714          	6.155904e-08	1.670191e-07	1.359884e-07	1.323863e-07	8.297270e-10
1715          	6.142540e-08	1.655764e-07	1.340720e-07	1.317531e-07	8.266784e-10
1716          	6.129915e-08	1.643517e-07	1.336438e-07	1.311262e-07	8.237695e-10
1717          	6.117050e-08	1.630913e-07	1.322634e-07	1.305100e-07	8.207618e-10
1718          	6.103892e-08	1.618483e-07	1.312545e-07	1.299020e-07	8.178571e-10
1719          	6.091046e-08	1.606724e-07	1.302890e-07	1.293007e-07	8.149563e-10
1720          	6.077864e-08	1.594585e-07	1.292386e-07	1.287077e-07	8.121026e-10
1721          	6.064544e-08	1.582863e-07	1.283045e-07	1.281232e-07	8.093132e-10
1722          	6.051472e-08	1.571176e-07	1.273112e-07	1.275475e-07	8.065443e-10
1723          	6.038153e-08	1.559956e-07	1.264168e-07	1.269796e-07	8.038294e-10
1724          	6.024680e-08	1.548611e-07	1.255619e-07	1.264197e-07	8.011350e-10
1725          	6.011298e-08	1.537837e-07	1.247215e-07	1.258687e-07	7.984490e-10
1726          	5.997660e-08	1.527524e-07	1.246230e-07	1.253280e-07	7.960120e-10
1727          	5.984254e-08	1.516958e-07	1.233352e-07	1.247947e-07	7.932291e-10
1728          	5.970165e-08	1.506166e-07	1.221054e-07	1.242716e-07	7.907048e-10
1729          	5.956677e-08	1.496576e-07	1.216562e-07	1.237578e-07	7.879848e-10
1730          	5.943012e-08	1.487445e-07	1.209225e-07	1.232526e-07	7.858933e-10
1731          	5.928644e-08	1.476359e-07	1.199049e-07	1.227553e-07	7.829458e-10
1732          	5.915349e-08	1.468231e-07	1.192961e-07	1.222676e-07	7.809326e-10
1733          	5.900840e-08	1.458043e-07	1.183403e-07	1.217897e-07	7.780123e-10
1734          	5.887341e-08	1.450211e-07	1.177594e-07	1.213197e-07	7.758514e-10
1735          	5.873405e-08	1.441180e-07	1.170580e-07	1.208583e-07	7.734425e-10
1736          	5.858844e-08	1.432315e-07	1.162520e-07	1.204052e-07	7.710018e-10
1737          	5.845330e-08	1.423883e-07	1.155404e-07	1.199603e-07	7.686520e-10
1738          	5.830632e-08	1.415643e-07	1.148446e-07	1.195229e-07	7.662529e-10
1739          	5.817022e-08	1.407470e-07	1.141245e-07	1.190924e-07	7.639460e-10
1740          	5.802428e-08	1.399463e-07	1.134593e-07	1.186694e-07	7.615671e-10
1741          	5.788401e-08	1.391540e-07	1.127743e-07	1.182531e-07	7.593148e-10
1742          	5.773951e-08	1.383743e-07	1.121239e-07	1.178436e-07	7.569761e-10
1743          	5.759812e-08	1.376047e-07	1.114621e-07	1.174424e-07	7.543654e-10
1744          	5.745689e-08	1.369015e-07	1.117505e-07	1.170464e-07	7.525735e-10
1745          	5.730712e-08	1.360397e-07	1.114029e-07	1.166556e-07	7.501869e-10
1746          	5.716487e-08	1.352800e-07	1.107138e-07	1.162707e-07	7.479349e-10
1747          	5.702076e-08	1.345454e-07	1.098968e-07	1.158919e-07	7.456777e-10
1748          	5.687521e-08	1.338277e-07	1.091437e-07	1.155185e-07	7.434231e-10
1749          	5.672856e-08	1.331115e-07	1.084883e-07	1.151493e-07	7.411654e-10
1750          	5.658126e-08	1.323950e-07	1.078697e-07	1.147845e-07	7.389082e-10
1751          	5.643378e-08	1.316835e-07	1.072567e-07	1.144249e-07	7.366529e-10
1752          	5.628630e-08	1.309858e-07	1.066430e-07	1.140701e-07	7.343746e-10
1753          	5.614919e-08	1.306147e-07	1.062610e-07	1.137190e-07	7.323121e-10
1754          	5.599332e-08	1.298283e-07	1.065812e-07	1.133717e-07	7.299203e-10
1755          	5.584755e-08	1.292238e-07	1.048298e-07	1.130284e-07	7.277616e-10
1756          	5.569890e-08	1.285783e-07	1.047835e-07	1.126883e-07	7.254983e-10
1757          	5.554580e-08	1.278266e-07	1.046097e-07	1.123512e-07	7.232101e-10
1758          	5.539515e-08	1.271437e-07	1.040422e-07	1.120171e-07	7.209559e-10
1759          	5.525210e-08	1.267046e-07	1.029650e-07	1.116863e-07	7.188792e-10
1760          	5.509513e-08	1.260069e-07	1.029247e-07	1.113594e-07	7.165450e-10
1761          	5.494431e-08	1.253940e-07	1.012476e-07	1.110352e-07	7.144003e-10
1762          	5.479010e-08	1.246943e-07	1.012586e-07	1.107139e-07	7.120727e-10
1763          	5.463925e-08	1.240572e-07	9.971294e-08	1.103941e-07	7.099650e-10
1764          	5.448219e-08	1.233790e-07	1.000114e-07	1.100770e-07	7.076411e-10
1765          	5.432898e-08	1.227503e-07	9.861183e-08	1.097621e-07	7.055191e-10
1766          	5.417479e-08	1.221323e-07	9.890318e-08	1.094493e-07	7.032321e-10
1767          	5.401627e-08	1.214258e-07	9.865866e-08	1.091386e-07	7.009538e-10
1768          	5.386770e-08	1.209912e-07	9.751144e-08	1.088297e-07	6.988438e-10
1769          	5.370731e-08	1.203207e-07	9.756339e-08	1.085229e-07	6.965488e-10
1770          	5.354665e-08	1.196206e-07	9.726323e-08	1.082186e-07	6.942792e-10
1771          	5.339589e-08	1.191670e-07	9.599229e-08	1.079155e-07	6.921427e-10
1772          	5.323472e-08	1.184992e-07	9.589749e-08	1.076146e-07	6.898624e-10
1773          	5.307348e-08	1.177896e-07	9.561743e-08	1.073155e-07	6.875792e-10
1774          	5.291291e-08	1.171519e-07	9.498701e-08	1.070190e-07	6.853499e-10
1775          	5.275149e-08	1.164892e-07	9.412199e-08	1.067247e-07	6.831258e-10
1776          	5.259030e-08	1.158934e-07	9.325091e-08	1.064324e-07	6.809029e-10
1777          	5.242815e-08	1.152985e-07	9.259347e-08	1.061419e-07	6.786761e-10
1778          	5.226513e-08	1.146869e-07	9.201596e-08	1.058532e-07	6.764533e-10
1779          	5.210141e-08	1.140650e-07	9.145300e-08	1.055658e-07	6.742196e-10
1780          	5.193793e-08	1.134507e-07	9.089866e-08	1.052795e-07	6.719932e-10
1781          	5.177414e-08	1.128504e-07	9.036275e-08	1.049945e-07	6.699033e-10
1782          	5.161349e-08	1.124408e-07	9.030243e-08	1.047104e-07	6.675267e-10
1783          	5.145036e-08	1.118952e-07	9.045927e-08	1.044279e-07	6.653646e-10
1784          	5.128131e-08	1.112111e-07	8.992413e-08	1.041465e-07	6.632205e-10
1785          	5.111717e-08	1.106998e-07	8.893068e-08	1.038663e-07	6.608476e-10
1786          	5.094904e-08	1.100748e-07	8.774605e-08	1.035876e-07	6.586860e-10
1787          	5.078066e-08	1.095438e-07	8.776016e-08	1.033094e-07	6.564426e-10
1788          	5.061127e-08	1.089000e-07	8.691458e-08	1.030319e-07	6.541712e-10
1789          	5.043854e-08	1.082827e-07	8.645437e-08	1.027549e-07	6.519382e-10
1790          	5.027192e-08	1.077189e-07	8.578151e-08	1.024780e-07	6.496802e-10
1791          	5.009760e-08	1.071487e-07	8.527239e-08	1.022012e-07	6.474099e-10
1792          	4.992844e-08	1.065770e-07	8.478167e-08	1.019257e-07	6.449526e-10
1793          	4.975847e-08	1.060871e-07	8.547278e-08	1.016494e-07	6.430499e-10
1794          	4.957969e-08	1.053980e-07	8.539402e-08	1.013725e-07	6.409106e-10
1795          	4.941308e-08	1.049687e-07	8.418247e-08	1.010968e-07	6.380440e-10
1796          	4.924882e-08	1.045749e-07	1.268816e-07	1.006710e-07	6.471133e-10
1797          	4.705859e-08	1.011255e-07	1.101146e-07	1.003426e-07	6.508687e-10
1798          	4.699919e-08	1.001079e-07	1.044956e-07	1.000219e-07	6.474776e-10
1799          	4.686115e-08	9.971097e-08	1.022823e-07	9.970997e-08	6.447767e-10
1800          	4.669479e-08	9.957067e-08	9.907512e-08	9.940520e-08	6.423993e-10
1801          	4.653218e-08	9.930686e-08	9.750562e-08	9.910648e-08	6.398508e-10
1802          	4.637731e-08	9.903816e-08	9.605354e-08	9.881447e-08	6.375177e-10
1803          	4.621633e-08	9.871652e-08	9.450915e-08	9.852778e-08	6.350872e-10
1804          	4.605675e-08	9.843998e-08	9.288206e-08	9.824615e-08	6.327437e-10
1805          	4.589672e-08	9.817041e-08	9.151066e-08	9.796963e-08	6.303379e-10
1806          	4.573671e-08	9.785765e-08	9.054720e-08	9.769783e-08	6.279204e-10
1807          	4.557572e-08	9.750326e-08	8.978781e-08	9.743149e-08	6.254955e-10
1808          	4.541488e-08	9.710778e-08	8.907007e-08	9.716775e-08	6.232166e-10
1809          	4.526066e-08	9.689387e-08	8.811605e-08	9.690642e-08	6.208203e-10
1810          	4.510113e-08	9.638139e-08	8.823534e-08	9.664653e-08	6.184726e-10
1811          	4.494241e-08	9.579973e-08	8.749296e-08	9.638701e-08	6.161370e-10
1812          	4.478672e-08	9.541415e-08	8.627230e-08	9.612642e-08	6.139971e-10
1813          	4.462812e-08	9.476712e-08	8.477935e-08	9.586601e-08	6.117293e-10
1814          	4.446419e-08	9.425154e-08	8.438175e-08	9.560523e-08	6.093433e-10
1815          	4.430306e-08	9.363455e-08	8.322029e-08	9.534425e-08	6.070204e-10
1816          	4.413251e-08	9.305707e-08	8.239679e-08	9.508519e-08	6.045612e-10
1817          	4.397509e-08	9.253259e-08	8.143230e-08	9.482894e-08	6.021694e-10
1818          	4.381103e-08	9.205156e-08	8.070630e-08	9.457580e-08	5.996817e-10
1819          	4.365045e-08	9.156762e-08	8.002802e-08	9.432660e-08	5.972768e-10
1820          	4.348643e-08	9.111579e-08	7.938953e-08	9.408148e-08	5.949381e-10
1821          	4.332530e-08	9.064093e-08	7.964968e-08	9.383999e-08	5.922862e-10
1822          	4.317336e-08	9.042585e-08	7.845699e-08	9.360094e-08	5.901267e-10
1823          	4.301388e-08	8.996653e-08	7.726909e-08	9.336322e-08	5.877894e-10
1824          	4.286201e-08	8.964539e-08	7.702937e-08	9.312588e-08	5.856653e-10
1825          	4.270516e-08	8.927426e-08	7.630471e-08	9.288794e-08	5.833993e-10
1826          	4.255352e-08	8.895485e-08	7.576529e-08	9.264716e-08	5.813286e-10
1827          	4.239601e-08	8.866098e-08	7.534322e-08	9.240343e-08	5.790852e-10
1828          	4.223960e-08	8.839790e-08	7.483760e-08	9.215600e-08	5.769716e-10
1829          	4.207529e-08	8.810717e-08	7.441473e-08	9.190433e-08	5.746573e-10
1830          	4.191379e-08	8.787507e-08	7.405674e-08	9.164910e-08	5.724203e-10
1831          	4.174541e-08	8.765012e-08	7.368700e-08	9.139078e-08	5.700444e-10
1832          	4.157949e-08	8.743831e-08	7.329382e-08	9.113032e-08	5.677010e-10
1833          	4.140764e-08	8.726249e-08	7.293052e-08	9.086944e-08	5.652412e-10
1834          	4.123967e-08	8.707546e-08	7.248186e-08	9.060860e-08	5.628495e-10
1835          	4.106927e-08	8.690563e-08	7.208506e-08	9.034880e-08	5.603251e-10
1836          	4.090183e-08	8.675485e-08	7.166344e-08	9.009029e-08	5.579304e-10
1837          	4.073369e-08	8.659718e-08	7.124446e-08	8.983249e-08	5.554506e-10
1838          	4.057002e-08	8.644617e-08	7.076012e-08	8.957471e-08	5.531504e-10
1839          	4.040320e-08	8.627844e-08	7.026721e-08	8.931584e-08	5.508838e-10
1840          	4.023633e-08	8.605348e-08	7.076908e-08	8.905504e-08	5.484785e-10
1841          	4.007974e-08	8.602086e-08	6.966394e-08	8.879117e-08	5.462956e-10
1842          	3.991242e-08	8.572757e-08	6.849690e-08	8.852333e-08	5.441298e-10
1843          	3.974582e-08	8.541737e-08	6.878600e-08	8.825043e-08	5.416899e-10
1844          	3.959236e-08	8.530145e-08	6.784885e-08	8.797257e-08	5.396391e-10
1845          	3.942963e-08	8.500647e-08	6.832629e-08	8.768924e-08	5.371946e-10
1846          	3.926370e-08	8.479205e-08	6.699152e-08	8.740078e-08	5.350076e-10
1847          	3.910395e-08	8.450153e-08	6.718848e-08	8.710810e-08	5.325594e-10
1848          	3.894154e-08	8.421693e-08	6.589706e-08	8.681240e-08	5.303721e-10
1849          	3.877429e-08	8.388339e-08	6.619459e-08	8.651429e-08	5.279783e-10
1850          	3.860408e-08	8.346100e-08	6.595364e-08	8.621504e-08	5.255383e-10
1851          	3.843700e-08	8.313687e-08	6.539902e-08	8.591568e-08	5.231526e-10
1852          	3.827734e-08	8.279610e-08	6.472410e-08	8.561662e-08	5.208569e-10
1853          	3.810830e-08	8.244908e-08	6.404626e-08	8.531878e-08	5.185405e-10
1854          	3.794738e-08	8.208948e-08	6.345095e-08	8.502188e-08	5.162819e-10
1855          	3.778459e-08	8.170331e-08	6.294940e-08	8.472588e-08	5.140525e-10
1856          	3.762224e-08	8.129711e-08	6.243871e-08	8.443056e-08	5.118637e-10
1857          	3.746089e-08	8.088088e-08	6.189411e-08	8.413523e-08	5.097022e-10
1858          	3.729958e-08	8.045864e-08	6.139318e-08	8.383953e-08	5.075439e-10
1859          	3.714143e-08	8.002094e-08	6.095267e-08	8.354318e-08	5.054363e-10
1860          	3.697277e-08	7.958042e-08	6.052656e-08	8.324641e-08	5.032774e-10
1861          	3.682019e-08	7.916797e-08	6.008329e-08	8.294856e-08	5.011747e-10
1862          	3.665396e-08	7.868335e-08	5.969217e-08	8.265043e-08	4.990178e-10
1863          	3.649332e-08	7.822655e-08	5.932864e-08	8.235216e-08	4.971183e-10
1864          	3.633483e-08	7.789584e-08	5.947492e-08	8.205418e-08	4.946180e-10
1865          	3.617363e-08	7.752021e-08	5.975673e-08	8.175725e-08	4.926897e-10
1866          	3.600896e-08	7.695539e-08	5.940652e-08	8.146185e-08	4.904538e-10
1867          	3.584489e-08	7.641622e-08	5.876571e-08	8.116859e-08	4.884779e-10
1868          	3.568738e-08	7.606380e-08	5.833487e-08	8.087725e-08	4.862062e-10
1869          	3.551840e-08	7.546081e-08	5.730286e-08	8.058837e-08	4.840732e-10
1870          	3.535669e-08	7.503293e-08	5.755235e-08	8.030189e-08	4.820713e-10
1871          	3.518863e-08	7.440967e-08	5.681615e-08	8.001758e-08	4.798883e-10
1872          	3.502814e-08	7.388953e-08	5.639851e-08	7.973508e-08	4.778993e-10
1873          	3.486120e-08	7.335785e-08	5.597086e-08	7.945397e-08	4.757750e-10
1874          	3.469636e-08	7.285171e-08	5.559604e-08	7.917369e-08	4.737633e-10
1875          	3.453072e-08	7.230932e-08	5.525145e-08	7.889397e-08	4.716610e-10
1876          	3.436498e-08	7.178002e-08	5.486407e-08	7.861431e-08	4.696309e-10
1877          	3.420016e-08	7.125586e-08	5.449656e-08	7.833470e-08	4.675196e-10
1878          	3.403454e-08	7.073682e-08	5.416788e-08	7.805490e-08	4.654715e-10
1879          	3.386815e-08	7.022370e-08	5.383054e-08	7.777489e-08	4.635484e-10
1880          	3.369990e-08	6.965617e-08	5.445900e-08	7.749489e-08	4.611186e-10
1881          	3.353757e-08	6.931160e-08	5.366852e-08	7.721494e-08	4.591479e-10
1882          	3.337022e-08	6.876467e-08	5.283594e-08	7.693517e-08	4.571968e-10
1883          	3.319931e-08	6.820176e-08	5.331927e-08	7.665548e-08	4.549423e-10
1884          	3.302908e-08	6.765686e-08	5.329520e-08	7.637629e-08	4.525631e-10
1885          	3.287112e-08	6.745358e-08	5.264358e-08	7.609743e-08	4.508365e-10
1886          	3.270130e-08	6.691210e-08	5.315967e-08	7.581864e-08	4.485660e-10
1887          	3.253023e-08	6.634478e-08	5.309822e-08	7.554014e-08	4.461985e-10
1888          	3.237351e-08	6.609076e-08	5.199404e-08	7.526140e-08	4.443846e-10
1889          	3.220302e-08	6.558416e-08	5.221221e-08	7.498224e-08	4.422441e-10
1890          	3.203033e-08	6.500456e-08	5.220471e-08	7.470259e-08	4.399920e-10
1891          	3.186364e-08	6.451581e-08	5.174114e-08	7.442224e-08	4.378634e-10
1892          	3.169702e-08	6.403649e-08	5.109019e-08	7.414106e-08	4.357417e-10
1893          	3.153143e-08	6.359594e-08	5.044352e-08	7.385892e-08	4.336248e-10
1894          	3.136466e-08	6.314715e-08	5.000169e-08	7.357668e-08	4.315515e-10
1895          	3.120266e-08	6.289457e-08	5.048931e-08	7.329263e-08	4.295951e-10
1896          	3.103343e-08	6.232584e-08	4.970603e-08	7.300780e-08	4.271882e-10
1897          	3.087464e-08	6.198737e-08	4.981021e-08	7.272221e-08	4.254782e-10
1898          	3.069968e-08	6.150276e-08	4.929372e-08	7.243619e-08	4.229915e-10
1899          	3.053943e-08	6.111854e-08	4.893945e-08	7.214967e-08	4.210787e-10
1900          	3.037070e-08	6.070029e-08	4.872636e-08	7.186284e-08	4.188567e-10
1901          	3.020569e-08	6.029516e-08	4.836709e-08	7.157572e-08	4.167374e-10
1902          	3.004094e-08	5.988586e-08	4.809718e-08	7.128824e-08	4.146826e-10
1903          	2.987621e-08	5.946833e-08	4.774473e-08	7.100052e-08	4.125004e-10
1904          	2.971237e-08	5.908151e-08	4.744914e-08	7.071237e-08	4.104972e-10
1905          	2.954846e-08	5.867066e-08	4.716644e-08	7.042382e-08	4.083318e-10
1906          	2.938476e-08	5.828660e-08	4.687732e-08	7.013468e-08	4.065811e-10
1907          	2.921566e-08	5.781537e-08	4.757673e-08	6.984497e-08	4.040835e-10
1908          	2.906290e-08	5.760280e-08	4.680673e-08	6.955470e-08	4.023102e-10
1909          	2.889396e-08	5.718681e-08	4.739461e-08	6.926389e-08	3.999490e-10
1910          	2.874293e-08	5.691222e-08	4.628793e-08	6.897238e-08	3.981139e-10
1911          	2.857423e-08	5.647606e-08	4.674021e-08	6.868033e-08	3.958467e-10
1912          	2.841624e-08	5.614101e-08	4.567860e-08	6.838787e-08	3.939923e-10
1913          	2.824984e-08	5.571318e-08	4.620546e-08	6.809507e-08	3.917053e-10
1914          	2.809809e-08	5.541862e-08	4.515886e-08	6.780197e-08	3.898783e-10
1915          	2.793154e-08	5.500563e-08	4.571756e-08	6.750865e-08	3.876232e-10
1916          	2.777597e-08	5.470475e-08	4.467531e-08	6.721525e-08	3.857779e-10
1917          	2.761168e-08	5.430165e-08	4.516574e-08	6.692184e-08	3.835449e-10
1918          	2.746177e-08	5.402737e-08	4.414272e-08	6.662827e-08	3.816943e-10
1919          	2.729715e-08	5.361879e-08	4.463731e-08	6.633468e-08	3.795033e-10
1920          	2.714363e-08	5.332286e-08	4.361243e-08	6.604111e-08	3.776876e-10
1921          	2.698044e-08	5.293413e-08	4.410596e-08	6.574759e-08	3.754650e-10
1922          	2.683524e-08	5.266688e-08	4.308897e-08	6.545386e-08	3.736487e-10
1923          	2.667169e-08	5.227252e-08	4.357719e-08	6.516015e-08	3.715901e-10
1924          	2.651282e-08	5.184739e-08	4.366036e-08	6.486634e-08	3.694654e-10
